,agency_name,agency_type_name,county_name,division_name,latitude,longitude,nibrs,ori,region_desc,region_name,state_abbr,state_name
227,Seven Points Police Department,City,KAUFMAN; HENDERSON,West South Central,32.211633,-95.853418,0.0,TX1070500,Region III,South,TX,Texas
228,Mont Belvieu Police Department,City,CHAMBERS,West South Central,29.703933,-94.668875,0.0,TX0360700,Region III,South,TX,Texas
229,Clint Police Department,City,EL PASO,West South Central,31.766403,-106.24139,0.0,TX0711200,Region III,South,TX,Texas
230,Needville Police Department,City,FORT BEND,West South Central,29.526602,-95.771015,0.0,TX0790700,Region III,South,TX,Texas
231,Blue Mound Police Department,City,TARRANT,West South Central,32.864803,-97.34241,0.0,TX2200500,Region III,South,TX,Texas
232,Oldham County Sheriff's Office,County,OLDHAM,West South Central,35.401921,-102.59762,0.0,TX1800000,Region III,South,TX,Texas
233,San Diego Police Department,City,JIM WELLS; DUVAL,West South Central,27.760904,-98.23882,0.0,TX0660200,Region III,South,TX,Texas
234,Sunrise Beach Village Police Department,City,LLANO,West South Central,30.58983,-98.42496,0.0,TX1500500,Region III,South,TX,Texas
235,Terrell Hills Police Department,City,BEXAR,West South Central,29.474962,-98.45926,0.0,TX0151300,Region III,South,TX,Texas
236,Groves Police Department,City,JEFFERSON,West South Central,29.854,-94.149331,0.0,TX1230300,Region III,South,TX,Texas
237,Olney Police Department,City,YOUNG,West South Central,33.158787,-98.678267,0.0,TX2520200,Region III,South,TX,Texas
238,Morris County Sheriff's Office,County,MORRIS,West South Central,33.03609,-94.727,0.0,TX1720000,Region III,South,TX,Texas
239,Pilot Point Police Department,City,DENTON,West South Central,33.205005,-97.119046,0.0,TX0610700,Region III,South,TX,Texas
240,Merkel Police Department,City,TAYLOR,West South Central,32.470726,-100.01267,0.0,TX2210300,Region III,South,TX,Texas
241,Port Aransas Police Department,City,NUECES,West South Central,27.738129,-97.518441,0.0,TX1780500,Region III,South,TX,Texas
242,Wallis Police Department,City,AUSTIN,West South Central,29.891901,-96.27017,0.0,TX0080700,Region III,South,TX,Texas
243,Deaf Smith County Sheriff's Office,County,DEAF SMITH,West South Central,34.817413,-102.39784,0.0,TX0590000,Region III,South,TX,Texas
244,Blanco County Sheriff's Office,County,BLANCO,West South Central,30.265605,-98.399977,0.0,TX0160000,Region III,South,TX,Texas
245,Independent School District: Santa Fe,Other,GALVESTON,West South Central,29.228364,-94.895428,0.0,TX0842800,Region III,South,TX,Texas
246,Zapata County Sheriff's Office,County,ZAPATA,West South Central,26.996981,-99.182603,0.0,TX2530000,Region III,South,TX,Texas
247,Shelby County Sheriff's Office,County,SHELBY,West South Central,31.790272,-94.18487,0.0,TX2100000,Region III,South,TX,Texas
248,Jewett Police Department,City,LEON,West South Central,31.300493,-95.995622,0.0,TX1451000,Region III,South,TX,Texas
249,Lake Jackson Police Department,City,BRAZORIA,West South Central,29.036402,-95.44871,0.0,TX0200800,Region III,South,TX,Texas
250,Irving Police Department,City,DALLAS,West South Central,32.815025,-96.94995,0.0,TX0571500,Region III,South,TX,Texas
251,Stagecoach Police Department,City,MONTGOMERY,West South Central,30.152172,-95.716515,1.0,TX1701500,Region III,South,TX,Texas
252,White Oak Police Department,City,GREGG,West South Central,32.52135,-94.86098,0.0,TX0920600,Region III,South,TX,Texas
253,Independent School District: Killeen,Other,BELL,West South Central,31.125202,-97.723404,0.0,TX0141500,Region III,South,TX,Texas
254,Waller Police Department,City,HARRIS; WALLER,West South Central,30.013578,-95.982102,0.0,TX2370200,Region III,South,TX,Texas
255,Anthony Police Department,City,EL PASO,West South Central,31.766403,-106.24139,0.0,TX0710100,Region III,South,TX,Texas
256,Bogata Police Department,City,RED RIVER,West South Central,33.619625,-95.048429,0.0,TX1940300,Region III,South,TX,Texas
257,Independent School District:,Other,HARRIS,West South Central,,,0.0,TX1013500,Region III,South,TX,Texas
258,Harris County Sheriff's Office,County,HARRIS,West South Central,29.761494,-95.3576,0.0,TX1010000,Region III,South,TX,Texas
259,Schertz Police Department,City,COMAL; BEXAR; GUADALUPE,West South Central,29.583532,-97.948858,0.0,TX0940200,Region III,South,TX,Texas
260,Balcones Heights Police Department,City,BEXAR,West South Central,29.490864,-98.55476,0.0,TX0150200,Region III,South,TX,Texas
261,Austin College,University or College,GRAYSON,West South Central,33.624508,-96.675699,0.0,TX0911900,Region III,South,TX,Texas
262,Paris Police Department,City,LAMAR,West South Central,33.65059,-95.52379,0.0,TX1390200,Region III,South,TX,Texas
263,Idalou Police Department,City,LUBBOCK,West South Central,33.611469,-101.819944,0.0,TX1520100,Region III,South,TX,Texas
264,Silsbee Police Department,City,HARDIN,West South Central,30.338036,-94.18288,0.0,TX1000200,Region III,South,TX,Texas
265,Amarillo Police Department,City,RANDALL; POTTER,West South Central,35.398675,-101.893804,1.0,TX1880100,Region III,South,TX,Texas
266,Brookside Village Police Department,City,BRAZORIA,West South Central,29.167817,-95.434647,0.0,TX0201900,Region III,South,TX,Texas
267,Sonora Police Department,City,SUTTON,West South Central,30.568474,-100.642075,0.0,TX2180100,Region III,South,TX,Texas
268,Rockdale Police Department,City,MILAM,West South Central,30.791242,-96.984395,0.0,TX1660200,Region III,South,TX,Texas
269,Pasadena Police Department,City,HARRIS,West South Central,29.690775,-95.19727,0.0,TX1011500,Region III,South,TX,Texas
270,San Augustine County Sheriff's Office,County,SAN AUGUSTINE,West South Central,31.382449,-94.16318,0.0,TX2030000,Region III,South,TX,Texas
271,Borden County Sheriff's Office,County,BORDEN,West South Central,32.73859,-101.439199,0.0,TX0170000,Region III,South,TX,Texas
272,Fair Oaks Ranch Police Department,City,COMAL; KENDALL; BEXAR,West South Central,29.731081,-98.62902,0.0,TX0153900,Region III,South,TX,Texas
273,White Settlement Police Department,City,TARRANT,West South Central,32.76616,-97.471596,0.0,TX2202900,Region III,South,TX,Texas
274,Josephine,City,COLLIN,West South Central,,,0.0,TX0432700,Region III,South,TX,Texas
275,Mills County Sheriff's Office,County,MILLS,West South Central,31.494888,-98.594623,0.0,TX1670000,Region III,South,TX,Texas
276,Raymondville Police Department,City,WILLACY,West South Central,26.481844,-97.78723,0.0,TX2450200,Region III,South,TX,Texas
277,Pineland Police Department,City,SABINE,West South Central,31.3433,-93.851913,0.0,TX2020200,Region III,South,TX,Texas
278,West University Place Police Department,City,HARRIS,West South Central,29.714615,-95.43791,0.0,TX1012600,Region III,South,TX,Texas
279,Williamson County Sheriff's Office,County,WILLIAMSON,West South Central,30.648024,-97.6788,0.0,TX2460000,Region III,South,TX,Texas
280,Lakeside Police Department,City,TARRANT,West South Central,32.823067,-97.495544,0.0,TX2201800,Region III,South,TX,Texas
281,Boyd Police Department,City,WISE,West South Central,33.219095,-97.653997,0.0,TX2490900,Region III,South,TX,Texas
282,League City Police Department,City,HARRIS; GALVESTON,West South Central,29.502487,-95.094574,0.0,TX0840800,Region III,South,TX,Texas
283,Independent School District: Hallsville,Other,HARRISON,West South Central,32.547991,-94.374434,0.0,TX1021300,Region III,South,TX,Texas
284,La Villa Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,1.0,TX1080700,Region III,South,TX,Texas
285,Martindale Police Department,City,CALDWELL,West South Central,29.840062,-97.630394,0.0,TX0280900,Region III,South,TX,Texas
286,Callahan County Sheriff's Office,County,CALLAHAN,West South Central,32.29315,-99.372249,0.0,TX0300000,Region III,South,TX,Texas
287,Cockrell Hill Police Department,City,DALLAS,West South Central,32.766987,-96.778424,0.0,TX0570600,Region III,South,TX,Texas
288,Horizon City Police Department,City,EL PASO,West South Central,31.766403,-106.24139,0.0,TX0711400,Region III,South,TX,Texas
289,Harrison County Sheriff's Office,County,HARRISON,West South Central,32.547991,-94.374434,0.0,TX1020000,Region III,South,TX,Texas
290,Iowa Park Police Department,City,WICHITA,West South Central,33.991103,-98.716851,1.0,TX2430400,Region III,South,TX,Texas
291,Oak Ridge Police Department,City,COOKE,West South Central,33.648117,-97.04071,0.0,TX0490800,Region III,South,TX,Texas
292,Farmersville Police Department,City,COLLIN,West South Central,33.16445,-96.36109,0.0,TX0430300,Region III,South,TX,Texas
293,Gun Barrel City Police Department,City,HENDERSON,West South Central,32.211633,-95.853418,0.0,TX1070700,Region III,South,TX,Texas
294,Sugar Land Police Department,City,FORT BEND,West South Central,29.526602,-95.771015,0.0,TX0790500,Region III,South,TX,Texas
295,Paducah Police Department,City,COTTLE,West South Central,34.091906,-100.276442,0.0,TX0510100,Region III,South,TX,Texas
296,Beaumont Police Department,City,JEFFERSON,West South Central,29.854,-94.149331,0.0,TX1230100,Region III,South,TX,Texas
297,Texas A&M University: College Station,University or College,BRAZOS,West South Central,30.656725,-96.302389,0.0,TX0210400,Region III,South,TX,Texas
298,Greenville Police Department,City,HUNT,West South Central,33.123292,-96.084202,0.0,TX1160300,Region III,South,TX,Texas
299,Young County Sheriff's Office,County,YOUNG,West South Central,33.158787,-98.678267,0.0,TX2520000,Region III,South,TX,Texas
300,Duval County Sheriff's Office,County,DUVAL,West South Central,27.681123,-98.497393,0.0,TX0660000,Region III,South,TX,Texas
301,Windcrest Police Department,City,BEXAR,West South Central,29.516685,-98.38106,0.0,TX0151500,Region III,South,TX,Texas
302,Dalworthington Gardens Police Department,City,TARRANT,West South Central,32.70231,-97.1553,0.0,TX2200700,Region III,South,TX,Texas
303,Briscoe County Sheriff's Office,County,BRISCOE,West South Central,34.525172,-101.205893,0.0,TX0230000,Region III,South,TX,Texas
304,Lone Star Police Department,City,MORRIS,West South Central,33.116466,-94.731265,0.0,TX1720200,Region III,South,TX,Texas
305,Midlothian Police Department,City,ELLIS,West South Central,32.347294,-96.798231,0.0,TX0700500,Region III,South,TX,Texas
306,Palestine Police Department,City,ANDERSON,West South Central,31.763123,-95.63455,0.0,TX0010100,Region III,South,TX,Texas
307,Big Sandy Police Department,City,UPSHUR,West South Central,32.735349,-94.941184,0.0,TX2300100,Region III,South,TX,Texas
308,Jamaica Beach Police Department,City,GALVESTON,West South Central,29.228364,-94.895428,0.0,TX0841900,Region III,South,TX,Texas
309,Cactus Police Department,City,MOORE,West South Central,35.835676,-101.890502,0.0,TX1710400,Region III,South,TX,Texas
310,Whitesboro Police Department,City,GRAYSON,West South Central,33.624508,-96.675699,0.0,TX0910600,Region III,South,TX,Texas
311,Sul Ross State University,University or College,BREWSTER,West South Central,30.356956,-103.65161,0.0,TX0220200,Region III,South,TX,Texas
312,Johnson City Police Department,City,BLANCO,West South Central,30.265605,-98.399977,0.0,TX0160200,Region III,South,TX,Texas
313,Lancaster Police Department,City,DALLAS,West South Central,32.766987,-96.778424,1.0,TX0571700,Region III,South,TX,Texas
314,Motley County Sheriff's Office,County,MOTLEY,West South Central,34.057899,-100.793152,0.0,TX1730000,Region III,South,TX,Texas
315,Kendall County Sheriff's Office,County,KENDALL,West South Central,29.804724,-98.722595,1.0,TX1300000,Region III,South,TX,Texas
316,Independent School District: Fort Bend,Other,FORT BEND,West South Central,29.526602,-95.771015,0.0,TX0791600,Region III,South,TX,Texas
317,Kilgore Police Department,City,RUSK; GREGG,West South Central,32.486397,-94.816276,0.0,TX0920400,Region III,South,TX,Texas
318,Childress Police Department,City,CHILDRESS,West South Central,34.529337,-100.208336,0.0,TX0380100,Region III,South,TX,Texas
319,Clarksville Police Department,City,RED RIVER,West South Central,33.610325,-95.05523,0.0,TX1940100,Region III,South,TX,Texas
320,Troy Police Department,City,BELL,West South Central,31.042303,-97.481374,0.0,TX0141700,Region III,South,TX,Texas
321,Bellaire Police Department,City,HARRIS,West South Central,29.702028,-95.46946,0.0,TX1010200,Region III,South,TX,Texas
322,Goliad County Sheriff's Office,County,GOLIAD,West South Central,28.665903,-97.3847,1.0,TX0880000,Region III,South,TX,Texas
323,Montgomery Police Department,City,MONTGOMERY,West South Central,30.299402,-95.504008,0.0,TX1701700,Region III,South,TX,Texas
324,Quinlan Police Department,City,HUNT,West South Central,33.123292,-96.084202,0.0,TX1161400,Region III,South,TX,Texas
325,Dublin Police Department,City,ERATH,West South Central,32.08482,-98.34084,0.0,TX0720100,Region III,South,TX,Texas
326,Mineola Police Department,City,WOOD,West South Central,32.675674,-95.48656,0.0,TX2500300,Region III,South,TX,Texas
327,Knox City Police Department,City,KNOX,West South Central,33.616657,-99.747112,0.0,TX1380200,Region III,South,TX,Texas
328,Rusk Police Department,City,CHEROKEE,West South Central,31.79308,-95.150444,0.0,TX0370300,Region III,South,TX,Texas
329,Guadalupe County Sheriff's Office,County,GUADALUPE,West South Central,29.602009,-97.97006,0.0,TX0940000,Region III,South,TX,Texas
330,Borger Police Department,City,HUTCHINSON,West South Central,35.837047,-101.362746,0.0,TX1170100,Region III,South,TX,Texas
331,Lamar County Sheriff's Office,County,LAMAR,West South Central,33.65229,-95.55757,0.0,TX1390000,Region III,South,TX,Texas
332,Independent School District: Weslaco,Other,HIDALGO,West South Central,26.396384,-98.18099,0.0,TX1082900,Region III,South,TX,Texas
333,Eagle Pass Police Department,City,MAVERICK,West South Central,28.705912,-100.500465,0.0,TX1620100,Region III,South,TX,Texas
334,Plainview Police Department,City,HALE,West South Central,34.189625,-101.70323,0.0,TX0950400,Region III,South,TX,Texas
335,Independent School District: Athens,Other,HENDERSON,West South Central,32.204185,-95.8588,0.0,TX1072300,Region III,South,TX,Texas
336,Hudson Oaks Police Department,City,PARKER,West South Central,32.76851,-97.712,0.0,TX1840400,Region III,South,TX,Texas
337,Texas A&M University: Kingsville,University or College,KLEBERG,West South Central,27.438735,-97.66062,0.0,TX1370300,Region III,South,TX,Texas
338,Denver City Police Department,City,YOAKUM,West South Central,33.162398,-102.832242,0.0,TX2510100,Region III,South,TX,Texas
339,University Park Police Department,City,DALLAS,West South Central,32.845383,-96.797325,0.0,TX0572400,Region III,South,TX,Texas
340,Primera Police Department,City,CAMERON,West South Central,26.102923,-97.478958,0.0,TX0310700,Region III,South,TX,Texas
341,Smith County Sheriff's Office,County,SMITH,West South Central,32.375106,-95.268743,0.0,TX2120000,Region III,South,TX,Texas
342,Cleveland Police Department,City,MONTGOMERY; LIBERTY,West South Central,30.342987,-95.07747,0.0,TX1460100,Region III,South,TX,Texas
343,River Oaks Police Department,City,TARRANT,West South Central,32.778767,-97.393,0.0,TX2202300,Region III,South,TX,Texas
344,Victoria Police Department,City,VICTORIA,West South Central,28.79637,-96.971198,1.0,TX2350100,Region III,South,TX,Texas
345,Gainesville Police Department,City,COOKE,West South Central,33.641155,-97.14656,0.0,TX0490100,Region III,South,TX,Texas
346,Lakeview Police Department,City,HARRIS,West South Central,29.857273,-95.393037,0.0,TX1016600,Region III,South,TX,Texas
347,Lott Police Department,City,FALLS,West South Central,31.25193,-96.934127,0.0,TX0730100,Region III,South,TX,Texas
348,Central Texas College,University or College,BELL,West South Central,31.042303,-97.481374,0.0,TX0140900,Region III,South,TX,Texas
349,Estelline Police Department,City,HALL,West South Central,34.453189,-100.576343,0.0,TX0960200,Region III,South,TX,Texas
350,Friona Police Department,City,PARMER,West South Central,34.532163,-102.784853,0.0,TX1850200,Region III,South,TX,Texas
351,Brackettville Police Department,City,KINNEY,West South Central,29.347086,-100.4177,0.0,TX1360500,Region III,South,TX,Texas
352,Sullivan City Police Department,City,HIDALGO,West South Central,26.396384,-98.18099,0.0,TX1083200,Region III,South,TX,Texas
353,Burleson County Sheriff's Office,County,BURLESON,West South Central,30.526308,-96.70823,0.0,TX0260000,Region III,South,TX,Texas
354,Reno Police Department,City,LAMAR,West South Central,33.667263,-95.570348,1.0,TX1391000,Region III,South,TX,Texas
355,Independent School District: Alvin,Other,BRAZORIA,West South Central,29.167817,-95.434647,0.0,TX0203200,Region III,South,TX,Texas
356,Hudspeth County Sheriff's Office,County,HUDSPETH,West South Central,31.450868,-105.377549,0.0,TX1150000,Region III,South,TX,Texas
